task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
10,sideways_ramp,8,0,1,1,heading-only,0.02,1.1429870605468864,2.6169052124023438,0.6332592996340597,1.3269326461999933,9.82639683890742,0,,,,,,,off,5.0,0,TROT,first,on,1000
10,sideways_ramp,9,0,1,1,heading-only,0.02,1.329901123046909,2.6288528442382812,0.7101342483602575,1.244468767050541,9.84021330321866,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,0,0,1,1,heading-only,0.02,1.9506433010101318,2.538499450683588,1.0925677755370449,0.5283951105956906,4.531466910740002,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,1,0,1,1,heading-only,0.02,1.9619270324707045,2.689065551757807,1.1832645310399474,0.6402263587992231,4.441845979205117,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,2,0,1,1,heading-only,0.02,1.9736434936523466,2.432115173339838,1.0652254107756092,0.4203294479182299,4.1986518301882265,1,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,3,0,1,1,heading-only,0.02,2.1326492309570426,2.6691299438476506,1.3155337936142653,0.5410771611249539,3.7770930120739394,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,4,0,1,1,heading-only,0.02,1.9933990478515682,2.5574661254882756,1.1391269241569668,0.4640498042733369,3.8472040873814253,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,5,0,1,1,heading-only,0.02,1.9766082763671875,2.457070922851557,1.078275268187703,0.4604479806806494,4.297765774461166,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,6,0,1,1,heading-only,0.02,1.9826751708984602,2.409738159179682,1.0646764065143326,0.43195595480111026,4.038165937848972,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,7,0,1,1,heading-only,0.02,2.676531982421892,3.0234619140624943,1.964238727247771,1.0135524964176155,3.286871878605808,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,8,0,1,1,heading-only,0.02,1.7816589355468864,2.679483032226557,1.035706465464075,0.7517965642919261,3.9768195695132142,0,,,,,,,off,5.0,0,TROT,first,on,1000
11,stepping_stones_cylinder,9,0,1,1,heading-only,0.02,2.036474609375034,2.508401489257807,1.1544486520234174,0.45971834377202714,3.7977092358629094,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,0,0,2,1,heading-only,0.02,2.3793044090270996,3.2181579589843636,1.840214516244926,1.1622768892959927,4.201178626088859,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,1,0,2,1,heading-only,0.02,2.2420097351074233,3.131747436523426,1.6803096268780222,1.141351326553884,4.020564779242246,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,2,0,2,1,heading-only,0.02,2.1416046142578153,3.0093261718749886,1.5238111485766714,0.9370346921783549,4.0850499814686225,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,3,0,2,1,heading-only,0.02,2.262913513183605,2.7519714355468636,1.469833861924594,0.780416664001257,3.910075926013119,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,4,0,2,1,heading-only,0.02,2.0226501464843807,2.505435180664051,1.1407357467693504,0.7156712154883597,4.257458338712363,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,5,0,2,1,heading-only,0.02,2.00244140625,2.459872436523426,1.102892302465871,0.7344325252162093,3.9245949663103468,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,6,0,2,1,heading-only,0.02,2.0012145996093977,2.453944396972645,1.0993162374921353,0.6804384681388789,3.9251233246666035,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,7,0,2,1,heading-only,0.02,2.315386962890642,3.23827667236327,1.8065359059431176,1.0129767449745466,3.8871200586751997,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,8,0,2,1,heading-only,0.02,2.1687133789062614,3.1185104370117074,1.6177010106130896,0.9627593904324072,3.895326102710411,0,,,,,,,off,5.0,0,TROT,first,on,1000
12,stepping_stones_randomly_arranged,9,0,2,1,heading-only,0.02,1.995764160156284,2.3902999877929574,1.0695234186884046,0.6732141555509933,3.6253068931726706,0,,,,,,,off,5.0,0,TROT,first,on,1000
13,staircase_walking_full_width,0,0,0,1,heading-only,0.02,1.5491862297058105,2.7071197509765597,0.8953344945435951,0.8386008572068203,14.218408141588784,0,,,,,,,off,5.0,0,TROT,first,on,1000
